,CREB,STAT5,p38,STAT1,STAT3,S6,IkB,NFkB,ERK,STAT6,MAPKAPK2,Frequency
1326,0.089494059,0.277185042,0.0,0.0,0.239587946,0.116232689,0.37553527,1.20608486,0.423147403,0.779500618,0.104597472,0.881640299
1330,0.047603964,0.351739683,0.0,0.0,0.173896936,0.099473166,0.329697812,1.088358688,0.436128808,0.74203474,0.074378902,2.80325775
1331,0.043931981,0.188204972,0.0,0.0,0.0,0.085665345,0.263666583,0.980872123,0.383633971,0.616835708,0.081517798,1.91499688
1337,0.040180878,0.176108798,0.0,0.0,0.293628834,0.10564861,0.301594558,1.12870769,0.376864802,0.669989744,0.040633782,1.313604107
1357,0.001897257,0.319593483,0.0,0.0,0.0,0.076620531,0.326828551,0.958241667,0.371787413,0.708710634,0.072213979,0.669135031
1377,0.100276383,0.470117596,0.0,0.0,1.48855869,0.109828733,0.419562151,1.412391053,0.513310579,0.764655554,0.113104757,0.581858995
1381,0.001548859,0.311507494,0.0,0.0,0.328758865,0.063604543,0.252949802,1.084022599,0.360177092,0.656747953,0.033042355,0.784850761
1400,0.0,0.113475667,0.0,0.0,0.057501021,0.022339373,0.337600478,1.084474349,0.32964829,0.727767068,0.051075068,0.846607185
1414,0.401106537,0.209852629,0.937574487,0.0,0.306253681,0.323567621,1.452675834,1.769725845,0.418444462,0.767206368,0.600681853,3.675837956
1418,0.108312389,0.298301681,0.0,0.0,0.0,0.109897282,0.558883987,1.410049759,0.534721988,0.836089105,0.148394634,3.109172763
1427,0.053786495,0.109401855,0.0,0.0,0.166825038,0.132782211,0.324720627,1.194769354,0.358610042,0.706507728,0.069207034,0.64850557
1428,0.010804211,0.257008474,0.0,0.0,0.07302962,0.108105362,0.2451533,1.111889751,0.412000565,0.713577218,0.05908568,1.329878607
1431,0.075327123,0.282332381,0.0,0.0,0.439108569,0.143610608,0.377885335,1.288374701,0.444097841,0.763924988,0.134645235,1.769655214
1464,0.042305837,0.226471583,0.0,0.0,0.164232026,0.132015216,0.358241877,1.294466285,0.383023819,0.744915115,0.093548626,1.055861933
1469,0.079668719,0.156852613,0.0,0.0,0.528109576,0.134784517,0.432526158,1.219610301,0.411718639,0.67837934,0.07827737,0.845063874
1472,0.0,0.129607723,0.0,0.0,0.07860574,0.212028229,0.278502022,1.064283041,0.392718,0.707616565,0.047689544,0.729534977
1473,0.061699444,0.150180696,0.0,0.0,0.130336361,0.249243768,0.365567727,1.182769236,0.47727377,0.788691887,0.014248395,1.056200555
1475,0.058135834,0.127743504,0.0,0.0,0.363981195,0.245166827,0.326512981,1.24240471,0.395164003,0.690334753,0.063007107,0.759447893
1480,0.009792055,0.142907544,0.0,0.0,0.103682097,0.238718397,0.326509429,1.148079422,0.401302197,0.690594474,0.060752784,1.426850299
1488,0.077324572,0.288464084,0.0,0.0,0.165777598,0.29358342,0.490006891,1.224620014,0.465855181,0.716271286,0.143619257,1.22058307
