,CREB,STAT5,p38,STAT1,STAT3,S6,IkB,NFkB,ERK,STAT6,MAPKAPK2,Frequency
1326,0.244854746,0.28552944,0.0,0.0,0.0,0.102087631,0.485095401,1.437819179,0.536357047,0.913132305,0.163512058,1.089505336
1330,0.085307562,0.176347183,0.0,0.0,0.0,0.052789318,0.204467814,0.92289245,0.370415982,0.635131628,0.329713893,1.225760115
1331,0.182535758,0.096122347,0.0,0.0,0.0,0.061544463,0.335890315,0.903693447,0.399789614,0.697051061,0.126279612,0.405955316
1337,0.293032817,0.143015692,0.0,0.0,0.018885862,0.0800041,0.25235808,1.033898353,0.38504074,0.645880768,0.291359363,0.716405331
1357,0.205021903,0.110999158,0.0,0.0,0.0,0.071149366,0.283459026,1.237994285,0.448657397,0.72302927,0.192683296,1.062354827
1377,0.362451947,0.145742122,0.0,0.0,0.066650555,0.067335315,0.269385067,1.288911357,0.489669546,0.9016783,0.184818399,0.264795901
1381,0.220405757,0.124441408,0.0,0.0,0.0,0.044070958,0.272700243,1.167723312,0.463755472,0.799720084,0.186185611,1.869481324
1400,0.265620342,0.130648554,0.0,0.0,0.0,0.033281181,0.415339731,1.143189117,0.553305953,0.840626807,0.106178862,0.226600811
1414,0.277790381,0.184162445,0.0,0.0,0.0,0.084882093,0.519699263,1.531175828,0.620862463,0.967622233,0.136526474,0.440185555
1418,0.484325207,0.166655195,0.0,0.0,0.0,0.12481428,0.588213047,1.557675083,0.560875139,0.8887915,0.282726907,1.193557227
1427,0.489510191,0.040989687,0.0,0.0,0.0,0.110916377,0.291172269,1.094947629,0.360773195,0.700977598,0.253679097,0.699693884
1428,0.20325976,0.172850124,0.0,0.0,0.0,0.122331913,0.299902955,1.351322877,0.522031724,0.889362748,0.134696105,0.633209931
1431,0.317019983,0.055192001,0.011466167,0.0,0.129333584,0.198046742,0.50717951,1.803411889,0.597002346,1.062290448,0.205082833,2.117440268
1464,0.082858339,0.302446473,0.0,0.0,0.131327454,0.123360299,0.578519142,1.363390401,0.393383209,0.808867007,0.295898983,1.153143752
1469,0.206871576,0.095820215,0.0,0.0,0.0,0.117947891,0.305133505,1.27931446,0.475124001,0.876534895,0.180197608,1.517717937
1472,0.132701882,0.125752345,0.0,0.0,0.0,0.185224196,0.221667816,0.966257143,0.323029858,0.651208283,0.342712352,2.10658613
1473,0.568265342,0.081973525,0.0,0.0,0.01358686,0.317138557,0.431823086,1.686362675,0.612282841,1.06210068,0.09787305,0.798881245
1475,0.13752585,0.124083543,0.0,0.0,0.0,0.266706016,0.363762762,1.452090294,0.619103745,1.0630548,0.253504658,19.83063246
1480,0.237123004,0.097052955,0.0,0.0,0.0,0.268336587,0.308641995,1.170523915,0.423123361,0.742730646,0.178238421,2.629393333
1488,0.320876747,0.117527656,0.0,0.0,0.0,0.321186687,0.417110228,1.412313385,0.561007948,0.992452368,0.136617953,1.340807623
