,CREB,STAT5,p38,STAT1,STAT3,S6,IkB,NFkB,ERK,STAT6,MAPKAPK2,Frequency
1326,0.138389745,0.633697799,0.0,0.0,0.470562114,0.133282959,0.490783262,1.249498644,0.380072224,0.786373606,0.105826429,2.099990367
1330,0.080903162,0.808279742,0.0,0.0,0.384284783,0.101771084,0.439285189,1.130295775,0.356349512,0.702567857,0.093451621,6.644141538
1331,0.166725715,0.266773586,0.0,0.0,0.507518736,0.093571112,0.415136974,1.164831834,0.341211014,0.639999703,0.045069499,4.551736638
1337,0.163358168,0.304143023,0.0,0.0,0.270798323,0.082018507,0.349853053,1.138371555,0.349426886,0.633651955,0.079041006,5.549267535
1357,0.252410522,0.303621125,0.0,0.0,0.0,0.079006665,0.316390957,0.958479756,0.272028809,0.507089231,0.085279302,4.993848425
1377,0.184528047,0.654489609,0.0,0.0,1.927431491,0.132863527,0.521642582,1.347624829,0.455270489,0.865286876,0.05811338,1.103085279
1381,0.259235366,0.51514842,0.0,0.0,0.132914284,0.066498929,0.406144432,1.077377653,0.373892722,0.723652253,0.036698744,6.792758545
1400,0.104124903,0.162429408,0.0,0.0,0.0,0.057533089,0.341142085,0.959739581,0.337122355,0.599039943,0.085934161,6.290562036
1414,0.325272297,0.445535299,0.057311873,0.0,0.268186637,0.149384747,0.831513651,1.675943232,0.463824193,0.846874597,0.135350863,3.789887779
1418,0.211833853,0.529095504,0.0,0.0,0.015190948,0.148720024,0.792578399,1.532047561,0.472930792,0.827507848,0.18658758,4.202161224
1427,0.159151431,0.158719054,0.0,0.0,0.054256426,0.134685349,0.376885077,1.199855333,0.312713707,0.587769872,0.07298615,5.24057818
1428,0.106646528,0.510168511,0.0,0.0,0.217656903,0.119854324,0.374096682,1.193854205,0.369824451,0.728357909,0.067175917,5.520547796
1431,0.247015795,0.148520718,0.0,0.0,0.262003064,0.143014011,0.382256869,1.286432111,0.361675814,0.628232958,0.136214446,4.470273754
1464,0.655529909,0.956988353,0.062415636,0.0,0.137198276,0.146971156,0.497260637,1.327691661,0.374160717,0.803152695,0.09250479,4.511466383
1469,0.389119162,0.36229646,0.018048547,0.0,0.148009332,0.141970751,0.592065707,1.133482901,0.3443959,0.674623689,0.082103351,3.928812701
1472,0.284799779,0.113065977,0.0,0.0,0.0,0.246295548,0.343007012,1.255133897,0.375538674,0.687860156,0.067909586,12.88204513
1473,0.14427547,0.341322016,0.0,0.0,0.0,0.246314138,0.469266116,1.104609799,0.335876171,0.67244992,0.045845022,4.61888803
1475,0.139652189,0.29358053,0.0,0.0,0.105917014,0.252772387,0.393941182,1.100816716,0.347291226,0.619711113,0.059766081,4.3787416
1480,0.071961791,0.258061202,0.0,0.0,0.064567926,0.239383365,0.387787274,1.145670395,0.32901368,0.629915595,0.049437305,7.072940325
1488,0.159639872,0.409888287,0.0,0.0,0.190689938,0.30865196,0.427007692,1.149718333,0.414525887,0.736712116,0.08922114,3.12366434
