,CREB,STAT5,p38,STAT1,STAT3,S6,IkB,NFkB,ERK,STAT6,MAPKAPK2,Frequency
1326,-0.025990618999999993,-0.06311597199999996,0.005181055,0.0,0.23621537799999998,0.038817852999999986,-0.013084327999999978,-0.04040264900000001,0.049940297999999994,0.023016913999999944,0.05948352600000001,0.13018679
1330,-0.028470525999999996,-0.06733370000000005,0.0,0.0,0.03615595599999999,0.005278036999999999,-0.009034989999999965,0.01863436500000004,-0.016245325000000033,-0.05815151299999999,0.004269139000000005,0.10195325300000002
1331,0.036639118,-0.14967159400000002,0.0,0.0,0.479400318,0.025123677999999997,0.09961562200000001,0.18754972999999997,0.015881491999999997,0.04859031300000005,-0.039438279,-4.8225178679999985
1337,0.12734805999999999,0.05714244799999996,0.0,0.0,-0.09728186999999999,-0.00704684400000001,-0.03804560299999998,-0.054434602000000165,0.009299602000000018,0.04560620800000004,0.006380339999999998,-0.524167174
1357,0.082818597,0.0006087929999999964,0.0,0.0,0.0,0.042759991000000004,0.08347850500000004,0.0924628970000001,-0.01431713499999998,0.0019581040000000716,0.007606797999999998,-0.13229315100000005
1377,0.09508512599999999,0.17723579300000003,0.0,0.0,0.478754441,0.03278237499999999,0.09541296300000002,0.00996888100000004,0.031550283999999984,-0.013671978000000085,-0.018500685000000003,0.04078874100000002
1381,0.06806306100000001,-0.07922031900000004,0.0,0.0,0.06031630900000001,0.014427894999999996,0.06239144000000002,0.03032983800000011,0.01985692,0.020200707999999956,0.0007101750000000004,-0.3176986260000003
1400,0.0022019949999999983,0.042232819999999976,0.0,0.0,-0.066008616,0.029056669999999996,0.022304573999999966,0.0258438299999999,0.03569536400000001,0.04439798000000006,0.010573500000000007,-0.1580295610000002
1414,-0.299924635,0.024541350000000017,-0.82264356,0.0,-0.07521756900000001,-0.21981041899999998,-0.9879369809999999,-0.17320248900000013,0.08759548,0.0165795809999999,-0.5278388780000001,0.23954520700000015
1418,-0.03810343399999999,-0.057942139000000004,0.0,0.0,0.0,0.032323173999999996,0.010994009000000027,0.09935089499999994,-0.02412450100000002,-0.02908891400000002,-0.013459229000000017,0.09866767900000006
1427,0.005043993999999996,-0.009916706999999997,0.0,0.0,0.013471245,0.009278334999999999,-0.0004921039999999932,-0.054148364999999865,0.028502952000000026,-0.076717386,0.012387480000000006,-0.026972985000000005
1428,0.06495575499999999,-0.03624528599999999,0.0,0.0,0.065509901,0.013529284999999988,0.06178395000000003,0.1046303850000001,0.02459705499999998,0.026405926000000024,-0.0014555600000000085,0.017053658000000027
1431,-0.05898718399999997,0.010822059999999994,-0.012000431999999998,0.0,-0.016547752,-0.016047432,-0.01701834400000002,0.008163477999999946,0.001755907000000001,-0.025159032999999997,0.0008265980000000117,0.09941859600000003
1464,0.5255394840000001,0.017129743000000003,0.034674452,0.0,0.0,0.027801996999999995,-0.004350534999999989,0.040450919999999835,-0.028632491999999954,0.004700404000000047,0.017515596999999994,0.09098818800000008
1469,0.09559813499999997,0.06020916700000001,0.0,0.0,-0.026386799,0.03550307,0.04242298299999997,-0.06717998599999997,-0.014069029999999982,0.043281016000000005,-0.014279678000000004,0.2878348369999999
1472,0.143898194,-0.027322028999999998,0.0,0.0,0.089742458,0.09512891000000001,0.16102171400000004,0.205249107,0.05059553099999997,0.09823487799999997,0.022048374000000003,-0.07648543699999988
1473,-0.019048147,0.061920113,0.0,0.0,0.0,0.021141434000000014,0.029336733000000004,0.029213864000000145,0.01166166599999996,0.020080546000000088,0.005037166999999995,-0.06648151000000002
1475,-0.10050978299999999,0.0032041160000000346,0.0,0.0,-0.063829674,-0.10568371800000001,0.020891214999999963,-0.15082170900000014,-0.07054465199999999,-0.045966506999999934,0.019128537999999994,0.10315941299999998
1480,-0.031452878000000004,0.0008415260000000091,0.0,0.0,0.0,-0.02304684600000001,-0.01988193199999999,-0.03982173900000019,-0.004792193,-0.027088573999999976,-0.045149015,-0.08873335199999999
1488,-0.13971259100000002,0.001651325000000009,0.0,0.0,0.011401809,-0.042815457,-0.02413046000000002,-0.12538221400000005,-0.017229966999999957,0.05288817899999998,-0.052980184,-1.8886715880000002
