,CREB,STAT5,p38,STAT1,STAT3,S6,IkB,NFkB,ERK,STAT6,MAPKAPK2,Frequency
1326,1.086315181,0.273228459,0.130972767,0.0,0.496556044,0.739117678,0.695935029,0.446596411,0.10577111,0.082381823,0.284442705,0.090176043
1330,0.684723166,0.211762457,0.083653832,0.0,0.424365742,0.650761703,0.661371942,0.349031686,0.040824144,0.040259935,0.185089692,0.151200509
1331,0.705645653,0.25046995,0.109668528,0.0,0.180222311,0.580805498,0.661648197,0.362672794,0.154332624,0.13411529,0.377204985,0.035881693
1337,0.613834235,0.251314922,0.0359005,0.0,0.745460983,0.56603529,0.828098502,0.379562147,0.045247474,0.040105025,0.12938054,0.876054603
1357,0.670108991,0.164188289,0.0,0.0,0.452845817,0.548934546,0.6102422,0.403566223,0.080839869,0.0,0.220924592,0.047655838
1377,0.668744994,0.211149668,0.069757997,0.0,0.756591915,0.68956802,0.745816272,0.523414676,0.138287336,0.05579604,0.275235588,0.327881263
1381,0.60564403,0.190307735,0.101150269,0.0,0.185332247,0.564311354,0.67728289,0.330132446,0.084993515,0.011842299,0.249178119,0.432279734
1400,0.825417257,0.193958113,0.016229823,0.0,0.661501641,0.639494302,0.847814601,0.472126655,0.048007042,0.005772731,0.136244205,0.224270423
1414,0.889392654,0.538505361,1.805226041,0.0,0.32560691,0.889526418,0.966869098,1.201531064,0.272286498,0.381669459,1.562816359,0.183768913
1418,0.671447673,0.602635803,1.253216665,0.020514916,0.222949428,0.494286066,0.533720716,0.669822838,0.136993058,0.244111241,1.027215564,0.268197386
1427,0.62839839,0.185987246,0.082654323,0.0,0.270252254,1.144016842,0.582745243,0.344204499,0.063612436,0.02878018,0.156761844,0.04156098
1428,0.363845355,0.159071578,0.026590826,0.0,0.346536433,1.110744798,0.603040317,0.314182401,0.077625503,0.040306353,0.132277868,0.043047427
1431,1.058805646,0.284473598,0.130509811,0.0,0.139897736,1.107135592,0.762572767,0.471043283,0.102322542,0.045103961,0.515089866,0.038979737
1464,0.602138313,0.159077299,0.133907636,0.0,0.451715243,1.02999445,0.608734005,0.321099196,0.043726812,0.036260056,0.183324428,0.212013483
1469,0.702482662,0.165731802,0.018077387,0.0,0.43365717,1.063803134,0.991163621,0.439116061,0.045796451,0.038226957,0.13145047,0.133155532
1472,0.493027965,0.172666364,0.030370794,0.0,0.356856464,1.724482702,0.725011108,0.300554997,0.007302611,0.010133532,0.12628879,0.135847752
1473,0.505013506,0.194431673,0.005164072,0.0,0.926115499,1.455981444,0.950008041,0.381638839,0.0,0.044836494,0.103207977,0.045768876
1475,0.600896195,0.158125624,0.017012733,0.0,0.287480407,1.688975646,0.697804201,0.427969048,0.0,0.016664395,0.142247892,0.060352348
1480,0.549291331,0.147828418,0.0,0.0,0.407828235,1.678985586,0.629260392,0.27836308,0.017599303,0.003160029,0.103319617,0.051765193
1488,0.855274882,0.299611633,0.167716649,0.0,0.276658477,1.694079833,0.409893121,0.397485512,0.087122476,0.019633967,0.323470978,0.123176539
