,CREB,STAT5,p38,STAT1,STAT3,S6,IkB,NFkB,ERK,STAT6,MAPKAPK2,Frequency
1326,0.141757495,0.588940542,0.0,0.0,0.564392028,0.092366811,0.578517271,1.257079587,0.363168874,0.694206204,0.297950912,0.6357769
1330,0.110516742,0.647401327,0.0,0.0,0.38144145,0.081493387,0.451994174,1.119601214,0.378590327,0.684932295,0.268152629,1.728726482
1331,0.123620927,0.289550868,0.0,0.0,0.602255125,0.096485893,0.440557841,1.170386276,0.366737999,0.669386787,0.154878691,1.498742552
1337,0.143360806,0.334086271,0.0,0.0,0.405869985,0.066840807,0.426804281,1.158588581,0.36579174,0.58080054,0.102804706,0.562687967
1357,0.137083321,0.439376729,0.0,0.0,0.133676947,0.06927397,0.5212007,1.150946391,0.377547883,0.687210893,0.271320632,1.008858268
1377,0.095405369,0.632032846,0.0,0.0,2.550801224,0.07962036,0.63720952,1.354827655,0.422558363,0.865076253,0.315141783,1.605633014
1381,0.12428768,0.590063318,0.0,0.0,0.459957238,0.03927225,0.502770415,1.108149979,0.399080738,0.732581683,0.200383569,2.262175552
1400,0.026367282,0.233096689,0.0,0.0,0.020740055,0.04082345,0.506715981,1.064588799,0.3599112,0.663809994,0.196638168,2.7126193
1414,0.214953499,0.353273589,0.027041066,0.0,0.373641447,0.108394738,0.89196311,1.527266174,0.438305345,0.790772202,0.305068874,2.843293936
1418,0.209305164,0.391413635,0.0,0.0,0.0,0.11200639,0.849642862,1.432650119,0.432226583,0.756921012,0.330854653,3.496213914
1427,0.093320645,0.166896091,0.0,0.0,0.118174115,0.108997289,0.511049185,1.113551734,0.323715202,0.649657392,0.224170717,1.445449145
1428,0.097845056,0.350545454,0.0,0.0,0.127797447,0.086527004,0.411355154,1.119295301,0.341525207,0.701323407,0.244892506,2.376401979
1431,0.164538458,0.164207055,0.0,0.0,0.392687526,0.128387897,0.43663826,1.229571099,0.357268456,0.595142942,0.361465615,1.212439438
1464,0.653626886,0.822107374,0.036501247,0.0,0.217841807,0.107950093,0.467206238,1.289781463,0.362750701,0.793862743,0.377273786,13.46244095
1469,0.343994052,0.158379042,0.0,0.0,0.0,0.111373135,0.373398101,0.994286423,0.333335959,0.542333569,0.379805954,0.793784834
1472,0.134404268,0.183926479,0.0,0.0,0.276559781,0.265750729,0.477912625,1.276557565,0.396500876,0.722172946,0.247997423,3.094690531
1473,0.100694091,0.53998694,0.0,0.0,0.104251898,0.255244489,0.585692665,1.162512488,0.414448865,0.8043596,0.271440847,1.256767208
1475,0.137869704,0.163864718,0.0,0.0,0.016248297,0.209594656,0.338517161,1.099153286,0.448339288,0.830726676,0.190310955,1.930360415
1480,0.040280248,0.225218959,0.0,0.0,0.209683067,0.21496374,0.467912347,1.130613839,0.378723479,0.716031134,0.214756912,1.519506361
1488,0.194325994,0.113409621,0.0,0.0,0.0,0.247571332,0.207050875,0.837821322,0.360545178,0.629097851,0.216790345,4.377404189
