,CREB,STAT5,p38,STAT1,STAT3,S6,IkB,NFkB,ERK,STAT6,MAPKAPK2,Frequency
1326,0.597382709,0.178716493,0.026552984,0.0,0.19476907,0.260720788,0.430157416,0.557225659,0.121792639,0.022359763,0.345228186,4.941855828
1330,0.476217094,0.138568216,0.0,0.0,0.210999006,0.2420239,0.313278534,0.424701742,0.068655054,0.001117044,0.239528923,3.279865932
1331,0.531747778,0.129896813,0.0,0.0,0.923775335,0.357770782,0.457835457,0.270951572,0.001726473,0.0,0.126349838,1.3499237
1337,0.56141223,0.167157627,0.016623195,0.0,0.105373008,0.218300541,0.355639547,0.460316154,0.110652951,0.018887756,0.370617988,5.218521185
1357,0.544003006,0.144244967,0.0,0.0,0.170160264,0.230786476,0.275648467,0.438979473,0.101211467,0.007269793,0.364486879,2.945783892
1377,0.584851341,0.110722501,0.277101304,0.0,0.876982433,0.204524115,0.527919996,0.376927762,0.103879137,0.0,0.211959412,5.431754875
1381,0.447316,0.072897697,0.057371966,0.0,0.411364837,0.186228027,0.371334545,0.298068189,0.011487798,0.0,0.134661184,4.430274608
1400,0.874682083,0.058906718,0.036878803,0.0,0.383018803,0.240248874,0.425800731,0.254940923,0.025006221,0.0,0.074827317,4.5868961
1414,0.452985738,0.070437632,0.0,0.0,0.566520923,0.331548559,0.530478671,0.280794928,0.0,0.0,0.099751912,4.781092337
1418,0.71313332,0.116356988,0.051013154,0.0,0.178706009,0.249031082,0.534885447,0.412712706,0.071191646,0.0,0.354950447,3.745090278
1427,0.301592347,0.043651706,0.052014967,0.0,0.508421821,0.303760923,0.263318993,0.130873106,0.0,0.0,0.032974377,2.867495471
1428,0.258867892,0.042636582,0.0,0.0,0.195962333,0.294696702,0.205089219,0.150953751,0.0,0.0,0.049854446,3.067423279
1431,0.570870615,0.126516411,0.070510814,0.0,0.379015481,0.329388146,0.352085488,0.705773312,0.115704695,0.018720476,0.412447144,6.446338423
1464,0.195497375,0.054256399,0.0,0.0,0.303405175,0.294031937,0.349706865,0.239214256,0.0,0.0,0.06932608,4.505609183
1469,0.405490578,0.047992963,0.0,0.0,0.148956215,0.263620487,0.26594735,0.205693573,0.0,0.0,0.054159279,2.732277251
1472,0.426471468,0.1191938,0.0,0.0,0.295489758,0.39131606,0.407710949,0.42991782,0.025052704,0.0,0.302156325,3.037010636
1473,0.736708699,0.152221427,0.11032278,0.0,0.654384009,0.570760819,0.553938342,0.553832188,0.018643003,0.0,0.339233924,4.401080177
1475,0.401024882,0.110882782,0.0,0.0,0.122738076,0.645966002,0.47248618,0.293890534,0.009961666,0.0,0.222616814,2.110274881
1480,0.423240813,0.088214662,0.0,0.0,0.176081946,0.518907109,0.377484137,0.260416684,0.0,0.0,0.179361569,2.057457813
1488,0.438396401,0.084861894,0.0,0.0,0.520172398,0.611782071,0.275701732,0.247713355,0.0,0.0,0.099704103,1.409274395
