,CREB,STAT5,p38,STAT1,STAT3,S6,IkB,NFkB,ERK,STAT6,MAPKAPK2,Frequency
1326,0.4737821,0.095472114,0.0,0.0,0.011264065,0.080561151,0.315898727,0.579960427,0.039973979,0.0,0.443334776,29.52171523
1330,0.172429272,0.168614433,0.0,0.0,0.0,0.075394844,0.267836372,0.506858376,0.04335598,0.0,0.487435341,7.223779588
1331,0.301277572,0.128342714,0.0,0.0,0.0,0.080308096,0.220996442,0.597093576,0.072749086,0.0,0.507003333,3.315537683
1337,0.227044655,0.142359615,0.0,0.0,0.109162216,0.052067244,0.265838346,0.657995189,0.02399404,0.0,0.284209245,5.518647139
1357,0.28672241,0.130092159,0.0,0.0,0.0,0.043439628,0.189371465,0.575697919,0.030896008,0.0,0.325262485,14.84884983
1377,0.472803332,0.121314038,0.0,0.0,0.0,0.055419221,0.306827173,0.863736386,0.056671193,0.0,0.49457711,1.459077886
1381,0.320738691,0.110133506,0.0,0.0,0.0,0.014069723,0.191004396,0.583946926,0.0,0.0,0.414525426,13.51474724
1400,0.369280883,0.077940089,0.0,0.0,0.0,0.042150589,0.237636077,0.416355946,0.0,0.0,0.321946889,13.25743062
1414,1.075022535,0.142104505,0.772920762,0.0,0.0,0.312341446,1.263933473,1.420087617,0.0,0.05338577,0.850048182,10.40511103
1418,0.501797769,0.12877791,0.0,0.0,0.0,0.12167032,0.536453258,0.915473421,0.071632787,0.0,0.622922358,10.05486775
1427,0.303474476,0.05610555,0.0,0.0,0.0,0.095550814,0.239282786,0.537552341,0.002719338,0.0,0.386071298,6.330649608
1428,0.163529915,0.096736208,0.0,0.0,0.0,0.079814376,0.184180268,0.538274845,0.014086521,0.0,0.351735521,13.33457398
1431,0.629123939,0.07611218,0.0,0.0,0.195913404,0.132107477,0.295203775,0.713739956,0.06055396,0.0,0.528122596,14.34320032
1464,0.407467829,0.121622112,0.0,0.0,0.0,0.108282672,0.214468058,0.6494918,0.016103861,0.0,0.51373154,11.01286784
1469,0.351004557,0.071279198,0.0,0.0,0.0,0.125710098,0.29457601,0.728632931,0.016167214,0.0,0.443335664,1.5506399
1472,0.213639965,0.051421533,0.0,0.0,0.0,0.15690714,0.175510776,0.56352192,0.0,0.0,0.255798635,3.934118068
1473,0.205220906,0.076731222,0.0,0.0,0.0,0.188059274,0.21350113,0.381174358,0.0,0.0,0.403779934,5.743347375
1475,0.473928718,0.078234556,0.0,0.0,0.0,0.233160373,0.280231862,0.5502,0.0,0.0,0.477410292,5.155405541
1480,0.274405259,0.055468037,0.0,0.0,0.0,0.196236168,0.191444135,0.69104728,0.0,0.0,0.39316724,2.000897687
1488,0.550567412,0.11073205,0.0,0.0,0.0,0.302058198,0.309615789,0.759419574,0.043005373,0.0,0.625007148,9.726612809
