,CREB,STAT5,p38,STAT1,STAT3,S6,IkB,NFkB,ERK,STAT6,MAPKAPK2,Frequency
1326,0.108796889,0.74427458,0.0,0.0,0.867347512,0.081763919,0.654663878,1.334137858,0.513805697,0.953328714,0.21974614,7.831615451
1330,0.069480138,0.815918012,0.0,0.0,0.896845512,0.061586571,0.536248819,1.162144237,0.426678376,0.832315135,0.223840169,9.254587952
1331,0.069976915,0.349137515,0.0,0.0,1.801931822,0.080589104,0.472578851,1.187041809,0.435837241,0.795112162,0.170102188,1.032013957
1337,0.099944547,0.32637414,0.0,0.0,0.762289333,0.055794028,0.445267326,1.189017605,0.488843032,0.816053324,0.155892109,1.038062284
1357,0.08317897,0.556177462,0.0,0.0,0.213075787,0.067123586,0.561998782,1.157238875,0.471371902,0.838726135,0.221254839,1.166338583
1377,0.119273792,0.756924752,0.0,0.0,2.735383253,0.073823362,0.619889304,1.35108609,0.523605254,0.972257278,0.25778166,12.18573268
1381,0.067200449,0.615762286,0.0,0.0,0.918839948,0.030121826,0.53290316,1.213532499,0.500998558,0.959152152,0.145076315,2.751378805
1400,0.011056403,0.262985531,0.0,0.0,0.134178267,0.026635056,0.466035154,1.137683929,0.460597161,0.84928636,0.150965155,11.72004242
1414,0.17596027,0.43577701,0.009002905,0.0,0.906131236,0.096779653,0.87957294,1.550424868,0.556566258,0.970505763,0.244820098,15.55118456
1418,0.144856695,0.606853915,0.0,0.0,0.20711758,0.09282605,0.948609983,1.532138559,0.576029888,0.998226151,0.277191355,15.61366146
1427,0.061881326,0.213910224,0.0,0.0,0.594023537,0.082766015,0.499243711,1.165082634,0.419569374,0.760753868,0.176466104,2.682991222
1428,0.051137068,0.519286451,0.0,0.0,0.666561614,0.083280783,0.442832391,1.180551765,0.447195763,0.906868322,0.190922828,12.57658327
1431,0.080459402,0.301586306,0.0,0.0,0.953342476,0.10486213,0.550537781,1.341821572,0.455809234,0.827165363,0.287292342,11.70672331
1464,0.195475736,0.901507037,0.0,0.0,0.560853872,0.093248738,0.489379826,1.299280807,0.424234886,0.950730082,0.261496001,8.963489034
1469,0.195846463,0.408727292,0.0,0.0,0.733962384,0.104542555,0.69154882,1.206937892,0.474109981,0.855324742,0.21303244,1.521069076
1472,0.067978428,0.260904073,0.0,0.0,1.176917732,0.206248376,0.508729053,1.380390291,0.495133228,0.929386306,0.229647097,2.613072026
1473,0.095269792,0.69582746,0.0,0.0,0.238251375,0.210378353,0.588765498,1.243000025,0.442204317,0.929894849,0.221473467,1.826072012
1475,0.040625236,0.374045727,0.0,0.0,0.515975107,0.187200031,0.445558406,1.117379807,0.43974902,0.851587184,0.199144739,3.318265119
1480,0.033676371,0.350621105,0.0,0.0,0.695586189,0.222977748,0.495794874,1.201955757,0.498930022,0.904148146,0.167328103,2.124495005
1488,0.110249235,0.405260522,0.0,0.0,0.816210208,0.271465366,0.543573947,1.19984161,0.501417513,0.909413983,0.298531473,1.517310158
